Table,Field,Type,Nullable,Default,Description,Category
BackupSchedule,timezone,String,No,UTC,,Other
BackupSchedule,retentionDays,Int,No,30,,Other
BackupSchedule,maxBackups,Int,Yes,,,Other
BackupSchedule,enableCompression,Boolean,No,true,,Other
BackupSchedule,enableEncryption,Boolean,No,true,,Other
BackupSchedule,crossRegionReplication,Boolean,No,auto,,Other
BackupSchedule,isActive,Boolean,No,true,,Other
BackupSchedule,lastBackupAt,DateTime,Yes,,,Other
BackupSchedule,nextBackupAt,DateTime,Yes,,,Other
BackupSchedule,lastSuccessAt,DateTime,Yes,,,Other
BackupSchedule,lastFailureAt,DateTime,Yes,,,Other
BackupSchedule,createdAt,DateTime,No,now(,,Other
BackupSchedule,updatedAt,DateTime,No,,,Other
BackupSchedule,createdById,String,No,,,Other
BackupSchedule,updatedById,String,Yes,,,Other
BackupSchedule,backupHistory,BackupHistory[],No,,,Other
BackupHistory,id,String,No,uuid(,,Other
BackupHistory,scheduleId,String,Yes,,,Other
BackupHistory,backupType,BackupType,No,,,Other
BackupHistory,status,BackupStatus,No,,,Other
BackupHistory,sourceBucket,String,No,,,Other
BackupHistory,destBucket,String,No,,,Other
BackupHistory,backupLocation,String,No,,,Other
BackupHistory,fileCount,Int,Yes,,,Other
BackupHistory,totalSize,Int,Yes,,,Other
BackupHistory,compressedSize,Int,Yes,,,Other
BackupHistory,compressionRatio,Float,Yes,,,Other
BackupHistory,startedAt,DateTime,No,,,Other
BackupHistory,completedAt,DateTime,Yes,,,Other
BackupHistory,duration,Int,Yes,,,Other
BackupHistory,errorMessage,String,Yes,,,Other
BackupHistory,errorCode,String,Yes,,,Other
BackupHistory,checksumVerified,Boolean,No,auto,,Other
BackupHistory,verificationDate,DateTime,Yes,,,Other
BackupHistory,metadata,Json,Yes,,,Other
BackupHistory,backupEntries,BackupEntry[],No,,,Other
BackupHistory,schedule,BackupSchedule,Yes,,,Other
BackupEntry,id,String,No,uuid(,,Other
BackupEntry,backupId,String,No,,,Other
BackupEntry,fileId,String,No,,,Other
BackupEntry,backupPath,String,No,,,Other
BackupEntry,originalPath,String,No,,,Other
BackupEntry,checksum,String,No,,,Other
BackupEntry,checksumVerified,Boolean,No,auto,,Other
BackupEntry,metadata,Json,Yes,,,Other
BackupEntry,backup,BackupHistory,No,,,Other
BackupEntry,file,StoredFile,No,,,Other
FileAccessLog,id,String,No,uuid(,,Other
FileAccessLog,fileId,String,No,,,Other
FileAccessLog,accessType,AccessType,No,,,Other
FileAccessLog,accessMethod,String,No,,,Other
FileAccessLog,userId,String,Yes,,,Other
FileAccessLog,userName,String,Yes,,,Other
FileAccessLog,userAgent,String,Yes,,,Other
FileAccessLog,ipAddress,String,Yes,,,Other
FileAccessLog,referrer,String,Yes,,,Other
FileAccessLog,requestHeaders,Json,Yes,,,Other
FileAccessLog,responseCode,Int,Yes,,,Other
FileAccessLog,responseSize,Int,Yes,,,Other
FileAccessLog,accessedAt,DateTime,No,now(,,Other
FileAccessLog,duration,Int,Yes,,,Other
FileAccessLog,country,String,Yes,,,Other
FileAccessLog,region,String,Yes,,,Other
FileAccessLog,city,String,Yes,,,Other
FileAccessLog,cdnHit,Boolean,Yes,,,Other
FileAccessLog,edgeLocation,String,Yes,,,Other
FileAccessLog,file,StoredFile,No,,,Other
StorageMetrics,id,String,No,uuid(,,Other
StorageMetrics,date,DateTime,No,,,Other
StorageMetrics,hour,Int,Yes,,,Other
StorageMetrics,totalFiles,Int,No,auto,,Other
StorageMetrics,totalSize,Int,No,auto,,Other
StorageMetrics,hotStorageFiles,Int,No,auto,,Other
StorageMetrics,hotStorageSize,Int,No,auto,,Other
StorageMetrics,warmStorageFiles,Int,No,auto,,Other
StorageMetrics,warmStorageSize,Int,No,auto,,Other
StorageMetrics,coldStorageFiles,Int,No,auto,,Other
StorageMetrics,coldStorageSize,Int,No,auto,,Other
StorageMetrics,archiveFiles,Int,No,auto,,Other
StorageMetrics,archiveSize,Int,No,auto,,Other
StorageMetrics,imageFiles,Int,No,auto,,Other
StorageMetrics,imageSize,Int,No,auto,,Other
StorageMetrics,videoFiles,Int,No,auto,,Other
StorageMetrics,videoSize,Int,No,auto,,Other
StorageMetrics,documentFiles,Int,No,auto,,Other
StorageMetrics,documentSize,Int,No,auto,,Other
StorageMetrics,cadFiles,Int,No,auto,,Other
StorageMetrics,cadSize,Int,No,auto,,Other
StorageMetrics,uploads,Int,No,auto,,Other
StorageMetrics,downloads,Int,No,auto,,Other
StorageMetrics,deletes,Int,No,auto,,Other
StorageMetrics,totalRequests,Int,No,auto,,Other
StorageMetrics,totalBandwidth,Int,No,auto,,Other
StorageMetrics,cdnHits,Int,No,auto,,Other
StorageMetrics,cdnMisses,Int,No,auto,,Other
StorageMetrics,duplicateFiles,Int,No,auto,,Other
StorageMetrics,spaceSaved,Int,No,auto,,Other
StorageMetrics,estimatedCost,Decimal,Yes,,,Other
MultipartUpload,id,String,No,uuid(,,Other
MultipartUpload,uploadId,String,No,,,Other
MultipartUpload,fileName,String,No,,,Other
MultipartUpload,storagePath,String,No,,,Other
MultipartUpload,totalSize,Int,No,,,Other
MultipartUpload,chunkSize,Int,No,,,Other
MultipartUpload,totalChunks,Int,No,,,Other
MultipartUpload,uploadedChunks,Int,No,auto,,Other
MultipartUpload,status,UploadStatus,No,IN_PROGRESS,,Other
MultipartUpload,parts,Json[],No,,,Other
MultipartUpload,uploadedById,String,No,,,Other
MultipartUpload,uploadedByName,String,No,,,Other
MultipartUpload,startedAt,DateTime,No,now(,,Other
MultipartUpload,lastActivityAt,DateTime,No,now(,,Other
MultipartUpload,completedAt,DateTime,Yes,,,Other
MultipartUpload,expiresAt,DateTime,No,,,Other
MultipartUpload,errorMessage,String,Yes,,,Other
MultipartUpload,retryCount,Int,No,auto,,Other
MultipartUpload,metadata,Json,Yes,,,Other
Role,id,String,No,cuid(,,Security & Access
Role,roleCode,String,No,,,Security & Access
Role,roleName,String,No,,Unique name identifier for the role following corporate role naming standards,Security & Access
Role,description,String,Yes,,Detailed description of the role's responsibilities and scope of authority,Security & Access
Role,isActive,Boolean,No,true,Indicates whether the role is currently active and available for assignment,Security & Access
Role,isGlobal,Boolean,No,true,,Security & Access
Role,createdAt,DateTime,No,now(,,Security & Access
Role,updatedAt,DateTime,No,,,Security & Access
Role,createdBy,String,Yes,,,Security & Access
Role,permissions,RolePermission[],No,,Array of permission identifiers that define what actions this role can perform,Security & Access
Role,userRoles,UserRole[],No,,,Security & Access
Role,userSiteRoles,UserSiteRole[],No,,,Security & Access
Role,templateInstance,RoleTemplateInstance,Yes,,,Security & Access
Permission,id,String,No,cuid(,,Security & Access
Permission,permissionCode,String,No,,,Security & Access
Permission,permissionName,String,No,,Unique identifier for the specific system permission or access right,Security & Access
Permission,description,String,Yes,,Human-readable description of what this permission allows users to do,Security & Access
Permission,category,String,Yes,,,Security & Access
Permission,isActive,Boolean,No,true,,Security & Access
Permission,isWildcard,Boolean,No,auto,,Security & Access
Permission,createdAt,DateTime,No,now(,,Security & Access
Permission,updatedAt,DateTime,No,,,Security & Access
Permission,roles,RolePermission[],No,,,Security & Access
Permission,templatePermissions,RoleTemplatePermission[],No,,,Security & Access
RolePermission,id,String,No,cuid(,,Security & Access
RolePermission,roleId,String,No,,,Security & Access
RolePermission,permissionId,String,No,,,Security & Access
RolePermission,grantedAt,DateTime,No,now(,,Security & Access
RolePermission,grantedBy,String,Yes,,,Security & Access
RolePermission,permission,Permission,No,,,Security & Access
RolePermission,role,Role,No,,,Security & Access
UserRole,id,String,No,cuid(,,Personnel Management
UserRole,userId,String,No,,,Personnel Management
UserRole,roleId,String,No,,,Personnel Management
UserRole,assignedAt,DateTime,No,now(,,Personnel Management
UserRole,assignedBy,String,Yes,,,Personnel Management
UserRole,expiresAt,DateTime,Yes,,,Personnel Management
UserRole,role,Role,No,,,Personnel Management
UserRole,user,User,No,,,Personnel Management
UserSiteRole,id,String,No,cuid(,,Core Infrastructure
UserSiteRole,userId,String,No,,Foreign key reference to the user being assigned a site-specific role,Core Infrastructure
UserSiteRole,roleId,String,No,,,Core Infrastructure
UserSiteRole,siteId,String,No,,Foreign key reference to the specific site where this role assignment applies,Core Infrastructure
UserSiteRole,assignedAt,DateTime,No,now(,Timestamp when the role assignment was created,Core Infrastructure
UserSiteRole,assignedBy,String,Yes,,User who authorized and created this role assignment,Core Infrastructure
UserSiteRole,expiresAt,DateTime,Yes,,,Core Infrastructure
UserSiteRole,role,Role,No,,,Core Infrastructure
UserSiteRole,site,Site,No,,,Core Infrastructure
UserSiteRole,user,User,No,,,Core Infrastructure
TimeTrackingConfiguration,id,String,No,cuid(,,Time Tracking
TimeTrackingConfiguration,siteId,String,No,,Foreign key reference to the site where this time tracking configuration applies,Time Tracking
TimeTrackingConfiguration,timeTrackingEnabled,Boolean,No,true,,Time Tracking
TimeTrackingConfiguration,trackingGranularity,TimeTrackingGranularity,No,OPERATION,,Time Tracking
TimeTrackingConfiguration,costingModel,CostingModel,No,LABOR_HOURS,,Time Tracking
TimeTrackingConfiguration,allowMultiTasking,Boolean,No,auto,,Time Tracking
TimeTrackingConfiguration,multiTaskingMode,MultiTaskingMode,Yes,,,Time Tracking
TimeTrackingConfiguration,autoSubtractBreaks,Boolean,No,auto,,Time Tracking
TimeTrackingConfiguration,standardBreakMinutes,Int,Yes,,,Time Tracking
TimeTrackingConfiguration,requireBreakClockOut,Boolean,No,auto,,Time Tracking
TimeTrackingConfiguration,overtimeThresholdHours,Float,Yes,8,Number of hours per day after which overtime rules apply,Time Tracking
TimeTrackingConfiguration,warnOnOvertime,Boolean,No,true,,Time Tracking
TimeTrackingConfiguration,enableMachineTracking,Boolean,No,auto,,Time Tracking
TimeTrackingConfiguration,autoStartFromMachine,Boolean,No,auto,,Time Tracking
TimeTrackingConfiguration,autoStopFromMachine,Boolean,No,auto,,Time Tracking
TimeTrackingConfiguration,requireTimeApproval,Boolean,No,true,,Time Tracking
TimeTrackingConfiguration,approvalFrequency,ApprovalFrequency,No,DAILY,,Time Tracking
TimeTrackingConfiguration,createdAt,DateTime,No,now(,,Time Tracking
TimeTrackingConfiguration,updatedAt,DateTime,No,,,Time Tracking
TimeTrackingConfiguration,createdBy,String,No,,,Time Tracking
TimeTrackingConfiguration,site,Site,No,,,Time Tracking
LaborTimeEntry,id,String,No,cuid(,,Time Tracking
LaborTimeEntry,userId,String,No,,Foreign key reference to the user/operator who performed the work,Time Tracking
LaborTimeEntry,workOrderId,String,Yes,,Foreign key reference to the work order this labor time is charged against,Time Tracking
LaborTimeEntry,operationId,String,Yes,,Foreign key reference to the specific operation within the work order,Time Tracking
LaborTimeEntry,indirectCodeId,String,Yes,,,Time Tracking
LaborTimeEntry,timeType,TimeType,No,,,Time Tracking
LaborTimeEntry,clockInTime,DateTime,No,,Timestamp when the operator clocked in to start work on the assigned task or operation,Time Tracking
LaborTimeEntry,clockOutTime,DateTime,Yes,,Timestamp when the operator clocked out after completing work on the assigned task,Time Tracking
LaborTimeEntry,duration,Float,Yes,,,Time Tracking
LaborTimeEntry,entrySource,TimeEntrySource,No,,,Time Tracking
LaborTimeEntry,deviceId,String,Yes,,,Time Tracking
LaborTimeEntry,location,String,Yes,,,Time Tracking
LaborTimeEntry,status,TimeEntryStatus,No,ACTIVE,,Time Tracking
LaborTimeEntry,approvedBy,String,Yes,,,Time Tracking
LaborTimeEntry,approvedAt,DateTime,Yes,,,Time Tracking
LaborTimeEntry,rejectionReason,String,Yes,,,Time Tracking
LaborTimeEntry,costCenter,String,Yes,,,Time Tracking
LaborTimeEntry,laborRate,Float,Yes,,Hourly labor rate applied to this time entry for cost calculation,Time Tracking
LaborTimeEntry,laborCost,Float,Yes,,,Time Tracking
LaborTimeEntry,originalClockInTime,DateTime,Yes,,,Time Tracking
LaborTimeEntry,originalClockOutTime,DateTime,Yes,,,Time Tracking
LaborTimeEntry,editedBy,String,Yes,,,Time Tracking
LaborTimeEntry,editedAt,DateTime,Yes,,,Time Tracking
LaborTimeEntry,editReason,String,Yes,,,Time Tracking
LaborTimeEntry,exportedToSystem,String,Yes,,,Time Tracking
LaborTimeEntry,exportedAt,DateTime,Yes,,,Time Tracking
LaborTimeEntry,externalReferenceId,String,Yes,,,Time Tracking
LaborTimeEntry,createdAt,DateTime,No,now(,,Time Tracking
LaborTimeEntry,updatedAt,DateTime,No,,,Time Tracking
LaborTimeEntry,indirectCode,IndirectCostCode,Yes,,,Time Tracking
LaborTimeEntry,operation,WorkOrderOperation,Yes,,,Time Tracking
LaborTimeEntry,user,User,No,,,Time Tracking
LaborTimeEntry,workOrder,WorkOrder,Yes,,,Time Tracking
MachineTimeEntry,id,String,No,cuid(,,Time Tracking
MachineTimeEntry,equipmentId,String,No,,Foreign key reference to the equipment/machine for which time is being tracked,Time Tracking
MachineTimeEntry,workOrderId,String,Yes,,,Time Tracking
MachineTimeEntry,operationId,String,Yes,,,Time Tracking
MachineTimeEntry,startTime,DateTime,No,,Timestamp when the machine started operating or processing,Time Tracking
MachineTimeEntry,endTime,DateTime,Yes,,Timestamp when the machine stopped operating or completed processing,Time Tracking
MachineTimeEntry,duration,Float,Yes,,,Time Tracking
MachineTimeEntry,entrySource,TimeEntrySource,No,,,Time Tracking
MachineTimeEntry,dataSource,String,Yes,,,Time Tracking
MachineTimeEntry,cycleCount,Int,Yes,,Number of machine cycles or parts processed during this time period,Time Tracking
MachineTimeEntry,partCount,Int,Yes,,,Time Tracking
MachineTimeEntry,machineUtilization,Float,Yes,,,Time Tracking
MachineTimeEntry,status,TimeEntryStatus,No,ACTIVE,,Time Tracking
MachineTimeEntry,machineRate,Float,Yes,,,Time Tracking
MachineTimeEntry,machineCost,Float,Yes,,,Time Tracking
MachineTimeEntry,exportedToSystem,String,Yes,,,Time Tracking
MachineTimeEntry,exportedAt,DateTime,Yes,,,Time Tracking
MachineTimeEntry,createdAt,DateTime,No,now(,,Time Tracking
MachineTimeEntry,updatedAt,DateTime,No,,,Time Tracking
MachineTimeEntry,equipment,Equipment,No,,,Time Tracking
MachineTimeEntry,operation,WorkOrderOperation,Yes,,,Time Tracking
MachineTimeEntry,workOrder,WorkOrder,Yes,,,Time Tracking
IndirectCostCode,id,String,No,cuid(,,Time Tracking
IndirectCostCode,code,String,No,,,Time Tracking
IndirectCostCode,description,String,No,,,Time Tracking
IndirectCostCode,category,IndirectCategory,No,,,Time Tracking
IndirectCostCode,costCenter,String,Yes,,,Time Tracking
IndirectCostCode,glAccount,String,Yes,,,Time Tracking
IndirectCostCode,isActive,Boolean,No,true,,Time Tracking
IndirectCostCode,siteId,String,Yes,,,Time Tracking
IndirectCostCode,displayColor,String,Yes,,,Time Tracking
IndirectCostCode,displayIcon,String,Yes,,,Time Tracking
IndirectCostCode,createdAt,DateTime,No,now(,,Time Tracking
IndirectCostCode,updatedAt,DateTime,No,,,Time Tracking
IndirectCostCode,createdBy,String,No,,,Time Tracking
IndirectCostCode,site,Site,Yes,,,Time Tracking
IndirectCostCode,laborEntries,LaborTimeEntry[],No,,,Time Tracking
TimeEntryValidationRule,id,String,No,cuid(,,Time Tracking
TimeEntryValidationRule,ruleName,String,No,,,Time Tracking
TimeEntryValidationRule,ruleType,TimeValidationRuleType,No,,,Time Tracking
TimeEntryValidationRule,condition,String,No,,,Time Tracking
TimeEntryValidationRule,errorMessage,String,No,,,Time Tracking
TimeEntryValidationRule,severity,String,No,,,Time Tracking
TimeEntryValidationRule,isActive,Boolean,No,true,,Time Tracking
TimeEntryValidationRule,siteId,String,Yes,,,Time Tracking
TimeEntryValidationRule,createdAt,DateTime,No,now(,,Time Tracking
TimeEntryValidationRule,updatedAt,DateTime,No,,,Time Tracking
SsoProvider,id,String,No,cuid(,,Other
SsoProvider,name,String,No,,,Other
SsoProvider,type,SsoProviderType,No,,,Other
SsoProvider,configId,String,No,,,Other
SsoProvider,priority,Int,No,auto,,Other
SsoProvider,isActive,Boolean,No,true,,Other
SsoProvider,isDefault,Boolean,No,auto,,Other
SsoProvider,domainRestrictions,String[],No,,,Other
SsoProvider,groupRestrictions,String[],No,,,Other
SsoProvider,metadata,Json,Yes,,,Other
SsoProvider,createdAt,DateTime,No,now(,,Other
SsoProvider,updatedAt,DateTime,No,,,Other
SsoProvider,authenticationEvents,AuthenticationEvent[],No,,,Other
SsoProvider,homeRealmRules,HomeRealmDiscovery[],No,,,Other
SsoProvider,ssoSessions,SsoSession[],No,,,Other
SsoSession,id,String,No,cuid(,,Other
SsoSession,userId,String,No,,,Other
SsoSession,primaryProviderId,String,No,,,Other
SsoSession,activeProviders,String[],No,,,Other
SsoSession,sessionData,Json,Yes,,,Other
SsoSession,expiresAt,DateTime,Yes,,,Other
SsoSession,lastActivityAt,DateTime,No,now(,,Other
SsoSession,createdAt,DateTime,No,now(,,Other
SsoSession,primaryProvider,SsoProvider,No,,,Other
SsoSession,user,User,No,,,Other
AuthenticationEvent,id,String,No,cuid(,,Other
AuthenticationEvent,userId,String,Yes,,,Other
AuthenticationEvent,providerId,String,No,,,Other
AuthenticationEvent,eventType,AuthenticationEventType,No,,,Other
AuthenticationEvent,userAgent,String,Yes,,,Other
AuthenticationEvent,ipAddress,String,Yes,,,Other
AuthenticationEvent,location,String,Yes,,,Other
AuthenticationEvent,responseTime,Int,Yes,,,Other
AuthenticationEvent,errorCode,String,Yes,,,Other
AuthenticationEvent,errorMessage,String,Yes,,,Other
AuthenticationEvent,metadata,Json,Yes,,,Other
AuthenticationEvent,createdAt,DateTime,No,now(,,Other
AuthenticationEvent,provider,SsoProvider,No,,,Other
AuthenticationEvent,user,User,Yes,,,Other
HomeRealmDiscovery,id,String,No,cuid(,,Other
HomeRealmDiscovery,name,String,No,,,Other
HomeRealmDiscovery,pattern,String,No,,,Other
HomeRealmDiscovery,providerId,String,No,,,Other
HomeRealmDiscovery,priority,Int,No,auto,,Other
HomeRealmDiscovery,isActive,Boolean,No,true,,Other
HomeRealmDiscovery,createdAt,DateTime,No,now(,,Other
HomeRealmDiscovery,provider,SsoProvider,No,,,Other
PermissionUsageLog,id,String,No,cuid(,,Security & Access
